match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
537,1430631689,1,94,4,1466,1318,20,0,0,5,96,4,1695,787,7,0,0,9,26,3,864,591,4,0,0,5,83,1,124,499,0,0,0,10,34,5,1961,1377,20,0,1,6,8,5,1858,1725,27,0,0,6,87,3,805,653,5,0,0,8,39,5,2213,2118,26,1,0,8,110,3,1171,795,6,0,0,9,36,1,279,756,3,0,0,5,160.0,1.0,7.0,,106.0,-75.0,262.0,1,3,2,0,16.0,162.0,-85.0,,1,3,1,0,7.0,2348,1,2039,256,63,48
538,1430631693,1,67,4,1426,1478,16,1,0,10,22,2,369,584,2,0,2,10,39,4,1570,1360,11,1,2,11,29,4,1571,1069,15,0,0,6,68,3,560,995,0,1,1,8,90,3,1013,1273,5,2,1,11,84,3,950,1740,18,1,1,12,20,1,237,606,1,0,0,9,96,4,1688,1400,20,0,1,8,11,6,2890,2502,28,2,0,7,4.0,1.0,6.0,,139.0,-84.0,197.0,2,3,2,0,247.0,27.0,-85.0,193.0,4,4,2,1,-12.0,3257,0,4,1844,35,63
539,1430633979,1,2,5,1868,1224,18,0,0,6,84,2,481,803,1,0,0,12,25,5,2214,1598,22,1,0,5,73,5,1794,3106,29,1,0,8,86,2,573,833,0,0,0,11,33,4,1598,1432,29,0,0,8,26,2,436,541,1,0,1,5,95,5,1806,1249,16,0,0,7,57,3,848,687,5,0,0,6,93,4,1676,885,9,0,1,6,97.0,0.0,3.0,,120.0,-83.0,190.0,2,3,4,1,-24.0,,-79.0,,3,3,2,0,15.0,1090,1,2047,1830,63,63
540,1430634274,1,110,5,1975,1033,13,0,0,9,17,4,1878,1218,14,0,0,6,99,3,905,936,11,0,0,5,26,2,529,523,1,0,0,6,83,2,304,589,4,0,1,5,91,2,293,601,0,0,0,7,47,4,1515,1479,23,0,0,8,93,5,1940,1405,23,0,0,9,72,1,171,534,0,0,0,4,13,5,1634,1437,14,1,0,7,-7.0,1.0,9.0,,137.0,-81.0,202.0,2,6,2,0,21.0,102.0,-79.0,188.0,0,4,2,1,-16.0,2737,0,1536,1974,48,63
541,1430635615,0,26,1,224,842,0,1,0,6,73,3,1465,2638,31,0,0,9,42,2,326,622,0,0,0,7,60,5,1924,936,11,0,0,3,41,4,1290,1229,18,0,0,12,99,3,1121,1333,21,0,0,4,50,2,616,500,0,0,1,8,29,3,892,554,0,0,0,1,103,2,647,564,3,0,0,4,39,5,1919,1817,28,0,0,6,73.0,0.0,0.0,,96.0,-83.0,255.0,0,4,2,0,-19.0,96.0,-85.0,,2,1,3,0,13.0,3777,0,4,1540,3,7
543,1430636349,7,25,3,861,1573,6,3,1,10,93,5,2159,1739,14,1,1,11,36,5,1993,1017,10,0,0,8,47,3,1051,1315,10,0,0,5,30,2,994,895,3,1,0,10,53,4,1800,1679,11,2,1,7,96,3,941,742,6,0,0,7,99,4,1401,1220,18,0,2,9,71,3,967,539,1,0,0,6,91,2,483,500,0,0,2,2,-25.0,0.0,0.0,,163.0,-87.0,191.0,1,4,3,0,10.0,67.0,-67.0,,4,3,3,0,13.0,1998,1,1846,6,63,3
544,1430636575,1,72,3,944,1760,16,2,1,12,11,4,1786,1258,18,0,1,11,7,2,477,956,1,1,2,9,87,3,922,1205,1,1,1,14,51,5,2362,1937,20,1,1,10,17,4,1434,1488,13,1,1,7,74,5,1941,1544,16,1,0,4,26,3,882,1464,1,2,2,13,73,2,515,864,5,1,1,5,99,5,2087,1642,18,1,1,9,5.0,0.0,0.0,,149.0,-84.0,199.0,6,4,3,1,-28.0,180.0,-83.0,211.0,4,4,2,1,57.0,1826,1,1982,1540,63,3
545,1430636703,1,90,2,555,579,2,0,0,10,12,4,1526,1386,19,0,0,14,74,5,1986,1381,21,0,1,9,51,4,1554,1202,16,0,1,8,60,3,662,746,7,0,0,4,11,5,1983,1710,20,1,0,9,7,1,321,646,0,0,0,11,112,2,856,754,4,0,0,5,22,3,744,737,5,0,0,10,106,4,1732,1640,22,1,0,7,2.0,1.0,5.0,,,-87.0,222.0,2,3,3,0,-38.0,4.0,-85.0,198.0,1,5,3,1,-51.0,3487,1,1974,1536,63,56
546,1430636926,7,19,3,995,1044,5,0,1,6,30,2,692,1146,2,1,1,6,57,2,547,596,0,0,0,9,99,5,2040,996,10,0,0,5,43,5,1845,1397,21,0,0,1,27,4,1335,1116,10,0,0,6,71,3,1033,1097,9,1,0,8,95,3,1175,1017,13,0,0,6,6,5,1587,1262,13,1,0,4,2,3,1063,1001,6,0,1,6,143.0,0.0,1.0,,55.0,-80.0,,2,1,2,0,40.0,198.0,-83.0,,1,3,2,0,-28.0,3584,1,516,262,7,51
548,1430637714,1,30,3,702,847,4,1,3,10,25,3,503,836,4,0,1,9,22,5,1732,1111,13,0,0,9,11,6,2551,2195,29,2,0,5,48,3,772,989,12,0,2,8,7,2,496,896,0,1,1,10,35,4,1593,1124,16,0,0,8,85,4,1187,1550,4,2,1,14,47,3,1093,1762,10,3,1,12,99,5,2231,1595,24,0,0,8,11.0,1.0,8.0,,100.0,-87.0,189.0,7,3,2,0,-26.0,285.0,-82.0,211.0,3,5,3,0,62.0,4035,1,1798,0,63,0
549,1430637905,1,72,4,1234,1451,10,2,0,11,74,5,2063,1444,17,1,0,8,2,3,1162,1517,14,1,2,9,7,3,945,1063,4,0,0,14,30,3,1101,993,2,0,1,9,94,4,1671,1254,15,1,0,9,36,4,1466,1143,9,0,2,9,8,4,1558,1437,18,0,1,7,20,3,751,989,2,1,0,14,26,3,712,946,3,1,1,10,7.0,0.0,2.0,,,-83.0,283.0,8,5,2,0,29.0,,-72.0,,5,5,3,3,22.0,2497,1,1972,0,63,0
550,1430638353,7,112,3,739,500,0,0,0,9,7,3,967,819,8,0,0,7,17,5,2121,1638,23,0,0,5,85,3,781,958,1,1,0,12,95,4,1499,1192,17,0,0,12,104,5,1815,1009,13,0,0,8,5,2,652,500,1,0,1,8,99,4,1524,797,5,0,0,6,27,3,764,818,4,0,0,9,42,4,1199,1529,21,0,0,6,200.0,0.0,3.0,,60.0,-83.0,276.0,1,4,2,1,-36.0,,-59.0,209.0,1,1,3,0,-14.0,2247,1,1982,0,63,0
551,1430638557,0,30,3,1003,1076,9,1,0,3,6,4,1190,1230,3,1,0,5,29,3,785,956,7,0,0,5,75,5,2200,1627,17,1,0,7,18,4,1303,1745,19,1,0,5,56,4,1322,783,7,0,1,8,96,3,659,585,2,0,2,7,92,2,647,587,2,0,0,9,67,3,1137,927,10,0,1,5,20,3,1049,684,4,0,0,9,1.0,0.0,1.0,,109.0,295.0,,1,5,0,0,,,-73.0,,1,2,2,0,-23.0,2484,0,0,1956,0,63
553,1430639013,1,26,3,852,912,4,0,0,9,1,4,1668,2036,23,2,0,5,61,4,1878,1572,21,1,0,5,39,4,1577,1302,19,0,1,6,101,2,852,919,2,1,0,8,85,3,848,869,2,0,1,6,41,4,1845,1715,31,0,0,7,86,3,781,734,1,0,1,8,45,2,403,629,4,0,1,6,34,5,1487,1159,3,1,1,5,70.0,1.0,9.0,,169.0,-83.0,201.0,2,3,2,2,-35.0,46.0,-87.0,207.0,4,3,2,1,27.0,1919,1,2047,1792,63,48
554,1430639590,1,73,4,1577,2163,22,0,0,7,26,3,573,1178,0,2,0,6,21,5,2328,1968,22,1,0,7,51,3,1267,1016,12,0,1,4,20,2,474,643,3,0,0,11,74,5,1714,1305,17,0,2,11,10,4,1579,1691,27,0,0,7,101,2,646,953,5,1,0,10,7,3,615,653,0,0,0,3,71,4,1408,1108,14,0,1,6,142.0,0.0,1.0,,143.0,-86.0,210.0,0,3,2,0,-35.0,,-85.0,186.0,2,4,3,0,-40.0,2983,1,1828,4,63,3
556,1430640252,1,38,5,2329,1763,21,0,0,6,48,3,698,1050,6,1,0,9,112,3,760,778,0,0,0,11,30,2,370,631,0,0,2,7,49,4,1768,1049,13,0,0,4,15,3,857,1583,18,1,1,14,76,5,2364,1711,25,0,0,11,99,4,1704,1117,16,0,0,10,75,3,757,638,0,0,0,5,86,3,836,917,1,1,0,11,52.0,1.0,5.0,,181.0,-87.0,216.0,3,3,2,1,-27.0,,-85.0,194.0,4,5,2,1,-16.0,2958,0,1540,1828,3,63
557,1430640310,1,101,2,581,866,1,0,0,12,8,3,1357,1566,21,1,0,13,7,3,825,698,4,0,0,9,78,5,1882,1371,11,1,0,5,10,5,1512,1128,7,1,1,10,2,4,1274,1029,13,0,1,9,43,5,1959,1513,20,0,1,8,87,3,755,660,0,0,0,8,72,4,1334,1637,19,1,1,11,20,2,402,568,2,0,0,4,107.0,1.0,8.0,,76.0,-75.0,181.0,1,5,3,1,8.0,116.0,-85.0,237.0,3,4,2,0,4.0,2252,1,1975,0,63,0
558,1430640514,7,38,3,1119,903,9,0,0,6,75,4,1656,655,4,0,0,4,12,3,1094,1560,24,0,0,5,7,2,396,556,2,0,0,3,30,2,633,624,3,0,1,10,95,4,1592,1413,19,0,0,12,2,4,1139,1202,17,0,0,7,36,3,951,758,6,0,0,4,9,3,974,771,3,0,0,7,21,4,1646,1868,15,1,0,9,188.0,1.0,9.0,,141.0,-87.0,,1,2,3,0,-16.0,134.0,-86.0,221.0,1,3,0,0,,2664,0,0,1982,0,63
559,1430641120,1,47,5,1962,1956,12,2,1,15,40,1,404,828,0,1,0,8,99,2,422,538,1,0,0,8,20,3,644,608,1,0,0,6,35,4,1746,1574,23,0,0,7,12,4,1512,1786,32,0,0,9,97,4,1272,955,9,0,1,7,11,5,2163,1893,23,1,2,10,26,1,516,500,0,0,0,8,102,3,772,944,3,0,0,10,84.0,0.0,0.0,,,-84.0,181.0,4,2,2,1,1.0,132.0,-82.0,279.0,5,3,2,1,-8.0,1640,0,1568,2039,12,63
560,1430642002,1,44,4,1579,1573,25,0,0,10,30,3,829,694,4,0,0,10,36,4,1601,965,9,0,2,6,17,5,1894,1539,22,0,1,10,26,2,588,774,0,1,0,9,7,3,735,591,0,0,0,7,34,5,2289,1807,22,1,0,5,72,4,1375,1517,17,1,0,10,43,2,819,545,1,0,1,5,101,3,543,1083,1,1,0,11,10.0,1.0,9.0,,134.0,-83.0,183.0,4,2,2,0,-26.0,104.0,-85.0,219.0,3,3,3,1,153.0,2341,1,1974,1536,63,3
562,1430643006,1,29,4,1521,911,10,0,0,7,6,3,1084,1497,26,0,0,6,26,2,530,542,1,0,0,8,50,2,497,591,5,0,0,5,21,5,1987,1487,21,0,0,7,73,4,1314,2198,29,0,0,7,61,5,1952,1146,16,0,0,7,7,1,289,500,0,0,0,10,72,3,775,500,0,0,0,6,25,4,1721,1495,22,0,0,5,,,,,120.0,-82.0,209.0,2,4,2,1,-42.0,121.0,-85.0,243.0,1,2,2,1,24.0,4023,0,0,902,0,51
563,1430643184,1,93,3,721,1144,11,0,1,6,87,3,904,650,1,0,0,8,80,6,2531,1876,23,1,0,5,29,5,2007,1621,27,0,0,10,27,2,429,720,1,1,0,11,103,4,1888,931,11,0,0,5,8,3,742,1405,21,0,1,10,20,3,771,1101,3,1,0,13,25,3,732,605,0,0,0,6,6,4,1733,839,8,0,1,6,123.0,1.0,7.0,,,-85.0,207.0,2,4,3,1,-14.0,,-78.0,245.0,2,3,3,2,-29.0,1590,1,1974,0,63,0
564,1430643212,1,22,4,1260,1084,12,0,2,8,7,3,597,675,3,0,0,6,46,5,2069,1424,21,0,0,5,44,3,1066,1965,25,1,0,12,86,2,584,770,0,1,0,11,51,4,1942,1271,18,0,0,4,74,5,2171,1599,17,1,0,9,20,2,825,1031,0,1,1,9,110,2,615,500,0,0,1,6,15,4,1333,1173,17,0,0,7,120.0,0.0,3.0,,67.0,-85.0,198.0,2,5,2,0,-31.0,87.0,-86.0,220.0,2,3,2,0,19.0,2101,1,1974,1572,63,63
565,1430643284,1,20,3,715,671,7,0,0,8,11,3,1170,1810,30,0,0,10,60,3,1270,754,5,0,0,5,39,5,2256,1615,19,1,0,9,68,2,561,500,0,0,0,9,101,1,153,500,0,0,0,7,13,4,1471,997,10,0,1,6,7,2,348,500,0,0,0,8,110,3,1180,766,6,0,0,6,1,4,1534,1541,26,0,0,5,191.0,0.0,3.0,,194.0,-87.0,195.0,2,3,2,1,-20.0,82.0,-87.0,260.0,2,1,3,1,-39.0,2678,1,1972,1540,63,3
566,1430643501,1,106,3,1552,1896,25,1,0,9,68,3,693,583,2,0,1,9,84,2,343,565,2,0,1,7,73,5,1972,1726,12,0,2,8,29,3,861,536,1,0,2,7,72,4,1386,1909,30,0,0,11,17,5,2130,2058,27,1,0,8,96,4,1238,1211,4,3,1,7,26,3,533,778,0,1,0,9,50,2,367,896,0,1,0,9,45.0,1.0,9.0,,69.0,-67.0,,1,4,2,0,-20.0,101.0,-78.0,183.0,1,5,3,1,-35.0,1622,0,384,1983,48,63
567,1430643671,1,60,1,534,801,3,1,0,9,99,3,762,539,1,0,1,5,25,5,2128,1423,21,0,0,9,86,3,760,736,3,0,0,11,8,4,1425,1518,24,0,0,7,7,2,410,810,5,0,0,5,58,2,496,876,8,0,0,10,39,5,2045,2003,27,1,0,15,49,5,2200,1658,25,0,0,6,110,3,682,629,3,0,1,9,113.0,1.0,7.0,,149.0,-86.0,180.0,2,4,3,2,-48.0,27.0,-79.0,246.0,3,5,3,0,-52.0,1290,0,1590,1974,47,63
568,1430644292,0,29,4,1413,782,7,0,0,7,71,4,1375,1054,8,0,0,7,4,2,412,499,0,0,0,6,25,3,784,896,2,1,1,7,31,4,1423,839,1,0,1,6,9,3,951,963,10,0,1,8,17,5,2438,1906,23,1,0,7,27,3,956,602,3,0,0,8,67,3,1500,1416,15,1,0,5,7,3,990,886,7,0,0,8,25.0,0.0,3.0,,71.0,-80.0,198.0,1,2,3,0,41.0,133.0,-84.0,241.0,3,3,2,0,-34.0,2001,0,0,2047,0,63
570,1430645139,1,2,3,1242,659,4,0,1,6,20,2,487,596,0,0,0,9,50,3,636,906,1,1,0,11,25,4,1570,1294,20,0,0,6,35,4,1770,1879,29,0,0,9,44,3,1102,1189,17,0,0,9,91,3,994,616,0,0,0,2,30,3,725,777,1,1,0,9,47,4,1738,1546,22,0,0,9,51,4,1675,894,10,0,1,6,77.0,0.0,2.0,,160.0,-80.0,184.0,2,4,2,1,2.0,45.0,-85.0,208.0,1,4,3,0,-15.0,3921,0,0,1956,0,63
571,1430645253,1,29,2,353,596,0,0,0,8,26,2,438,1054,3,1,1,11,7,2,554,546,0,0,0,8,93,4,1643,1216,10,1,0,7,94,4,1759,1075,11,0,0,7,51,4,1227,1113,14,0,1,6,11,5,2063,1715,27,0,0,8,30,3,736,710,1,0,0,14,33,5,1945,1749,26,1,0,10,72,2,1610,1712,29,0,1,6,-33.0,0.0,1.0,,215.0,-87.0,225.0,2,3,3,1,-29.0,150.0,-85.0,216.0,3,4,4,1,-30.0,1146,0,1572,2047,47,63
572,1430645674,1,40,2,656,859,0,2,1,7,36,3,899,1196,9,0,1,7,99,4,1862,1062,14,0,0,9,60,5,2464,2013,24,1,0,9,85,3,899,1270,8,1,1,7,106,5,2030,1602,13,2,1,6,7,2,787,810,0,0,0,9,2,4,1913,1014,14,0,0,8,68,3,736,839,0,1,2,8,72,3,914,1340,23,0,1,12,129.0,1.0,8.0,,177.0,-77.0,,1,4,1,0,194.0,125.0,-82.0,,5,4,2,0,-22.0,2182,1,1982,4,63,3
573,1430645953,1,104,4,1658,1622,26,0,0,5,76,5,2159,2026,25,1,0,7,97,4,1049,944,10,0,0,4,20,1,348,681,0,0,0,7,52,2,647,861,0,1,0,7,22,5,1598,1064,14,0,1,7,51,5,1955,1071,13,0,0,6,75,2,443,500,0,0,0,5,73,3,1227,1271,16,0,1,5,5,3,621,571,4,0,0,6,5.0,0.0,1.0,,236.0,-84.0,249.0,1,4,2,1,-38.0,167.0,-87.0,208.0,2,1,2,1,-39.0,3236,0,4,2020,3,63
574,1430646712,1,22,3,1434,1441,4,2,1,11,25,4,1491,1471,14,0,1,6,106,5,1922,1931,24,1,0,14,99,3,1189,1420,15,1,2,7,30,3,766,656,3,0,1,9,7,2,626,1001,5,0,0,6,12,4,1644,2091,22,2,1,12,101,2,683,863,1,0,2,9,47,5,2351,2290,24,2,0,13,2,4,1850,1676,20,1,1,9,86.0,0.0,1.0,,60.0,-81.0,272.0,6,4,2,0,5.0,,-86.0,181.0,1,5,3,0,-44.0,2611,0,1540,1972,3,63
577,1430647807,0,60,2,742,870,1,0,0,5,39,5,2150,1890,15,1,0,5,12,3,1133,1004,13,0,0,12,26,2,454,576,2,0,1,9,37,3,2045,1355,18,0,0,2,64,3,873,542,1,0,0,9,22,4,1791,1361,15,1,0,7,94,3,997,1130,15,0,0,9,7,4,1411,1210,15,0,1,11,27,2,421,613,3,0,0,8,270.0,0.0,1.0,,157.0,-85.0,196.0,1,0,2,0,-19.0,113.0,-85.0,,4,3,2,0,22.0,3806,0,256,1828,48,63
578,1430648269,1,71,2,453,798,3,0,1,7,70,4,1402,1692,22,1,0,11,38,5,2140,1844,24,1,0,5,55,3,1094,979,12,0,2,9,101,3,1252,1077,1,1,0,9,87,2,278,536,1,0,1,12,52,4,1800,1283,20,0,1,7,85,3,740,1097,0,1,0,12,74,4,1754,1657,18,1,0,8,96,3,1163,1081,7,1,1,13,111.0,1.0,7.0,,63.0,-82.0,274.0,3,5,2,0,33.0,224.0,-86.0,180.0,6,3,2,1,-4.0,2110,1,1846,1792,63,49
579,1430648554,1,86,3,644,1048,2,2,1,3,51,3,1092,787,7,0,3,4,34,5,2034,1403,20,0,1,8,83,2,527,638,0,0,0,9,44,3,859,1219,15,0,1,9,7,3,1066,1332,1,1,0,16,85,3,926,1053,2,1,1,8,97,5,2271,1882,29,0,0,4,99,4,1670,1854,19,2,1,11,93,4,1796,1972,22,2,0,11,45.0,1.0,5.0,,135.0,-85.0,266.0,2,3,1,0,-21.0,59.0,-72.0,240.0,4,5,4,0,17.0,2439,0,1536,2038,0,63
580,1430648810,7,30,2,408,604,3,0,0,8,96,4,1484,835,6,0,0,6,7,2,479,554,0,0,0,6,12,4,1479,1473,23,0,0,4,47,5,2056,1759,15,2,0,10,94,3,1284,1515,25,0,0,8,11,4,1781,1336,18,0,2,8,83,2,562,694,2,0,0,9,25,3,759,549,1,0,0,7,110,2,629,700,5,0,0,8,11.0,0.0,4.0,,199.0,-88.0,,1,1,2,0,-34.0,,-81.0,,5,3,2,1,46.0,1825,0,0,2047,0,63
581,1430648963,1,21,4,1456,1370,14,1,0,11,110,1,307,596,1,0,0,6,87,3,690,1091,0,2,0,11,73,4,1401,1558,18,1,2,8,20,3,967,837,4,0,1,9,75,3,667,500,0,0,0,7,58,4,1075,1072,16,0,1,10,71,4,1209,1535,10,2,2,8,99,4,1411,1675,29,0,0,11,39,5,2033,1574,22,0,0,10,4.0,0.0,0.0,,9.0,-83.0,194.0,3,4,3,1,-13.0,176.0,-81.0,223.0,2,4,2,0,-48.0,3129,0,0,1958,0,63
583,1430649484,1,22,5,1719,1540,16,1,0,5,7,3,730,814,2,1,0,10,30,3,789,634,1,0,0,8,41,5,2042,1368,21,0,0,7,72,3,699,1197,15,0,0,7,44,3,938,734,6,0,0,8,2,4,1801,1301,11,0,0,11,52,4,1226,806,3,0,0,11,37,3,963,986,12,0,1,7,5,3,649,500,0,0,1,7,-31.0,0.0,0.0,,99.0,-84.0,183.0,2,3,2,0,-7.0,,-68.0,181.0,3,3,3,0,-14.0,1285,1,1983,1958,63,63
584,1430649859,7,12,3,751,1181,17,0,0,6,17,5,2117,1550,24,0,1,6,26,3,1090,738,1,0,0,5,99,5,2016,923,9,0,1,8,9,3,902,1184,1,2,2,8,85,5,1752,1579,7,2,1,11,7,2,957,615,3,0,1,10,5,3,1259,1090,0,1,0,6,89,3,1104,1162,9,0,0,6,22,5,2151,1749,20,1,0,6,146.0,1.0,5.0,,115.0,-80.0,,3,2,2,0,-37.0,59.0,-78.0,237.0,4,3,2,0,-4.0,2179,0,0,1982,0,63
587,1430650160,1,100,2,670,831,3,0,1,9,21,4,1581,1908,22,1,1,8,26,3,1021,635,2,0,0,7,2,4,1090,1161,20,0,0,7,72,4,1210,1395,20,0,0,13,13,5,2001,1525,16,1,1,10,102,3,938,810,1,1,0,7,99,3,1103,1613,25,0,0,7,56,3,1062,698,5,0,0,8,30,2,335,564,4,0,0,6,-27.0,0.0,1.0,,69.0,-76.0,,2,3,2,3,-17.0,184.0,-80.0,235.0,3,2,1,1,201.0,1900,1,2038,4,63,3
588,1430651272,1,9,4,1822,1329,13,1,0,7,83,2,375,841,5,1,0,5,64,3,828,828,0,0,0,10,35,4,1728,1234,14,0,1,9,29,3,923,541,1,0,0,4,85,2,416,643,6,0,0,5,71,3,792,499,0,0,0,6,6,4,1316,1268,16,0,0,9,39,5,1920,1372,9,1,0,5,38,3,1044,666,3,0,2,6,232.0,1.0,8.0,,,-79.0,,1,4,2,0,-26.0,49.0,-75.0,,3,3,1,0,-5.0,2165,0,4,1982,3,63
589,1430651668,0,39,5,2543,1967,21,1,0,9,30,3,904,637,1,0,0,7,96,3,1186,1299,19,0,0,8,50,3,1061,618,3,0,0,8,59,3,1061,1501,24,0,0,7,70,3,1014,1149,16,0,0,4,3,2,911,837,0,0,0,5,52,4,1328,1063,14,0,0,8,49,4,1658,1134,11,0,1,6,51,5,1955,983,12,0,0,5,292.0,0.0,0.0,,137.0,-83.0,,2,4,2,0,-24.0,80.0,-85.0,192.0,2,4,2,0,-38.0,2490,0,4,1972,3,63
591,1430653009,1,72,4,1350,1579,27,0,0,9,7,2,375,547,3,0,0,7,110,2,815,537,1,0,0,5,87,3,707,553,0,0,0,9,15,5,2079,1305,16,0,0,5,101,3,638,499,0,0,0,9,39,5,2076,1689,27,0,0,6,95,4,1332,1538,26,0,0,7,65,3,1305,651,4,0,0,6,26,2,515,616,7,0,0,5,,,,,87.0,-87.0,212.0,2,2,2,1,-38.0,108.0,-84.0,207.0,1,3,2,0,-4.0,2695,1,1968,6,60,3
593,1430653159,1,110,4,1418,861,8,0,0,7,22,5,2100,1855,13,2,0,4,84,3,797,903,2,1,0,10,1,4,1567,1943,27,1,0,5,30,3,761,755,0,0,0,13,25,4,1537,1064,14,0,2,5,58,2,421,719,8,0,0,9,7,2,607,537,1,0,0,7,18,4,1398,1436,21,0,1,4,65,4,1300,825,8,0,1,7,4.0,0.0,1.0,,18.0,-85.0,200.0,2,5,3,0,-34.0,95.0,-83.0,,2,5,2,0,-28.0,2163,1,1983,260,63,51
594,1430653184,0,76,5,2203,1546,20,0,0,5,52,3,740,1099,2,1,0,10,80,3,1237,870,8,0,0,4,3,1,313,703,0,0,0,5,51,5,2128,1429,14,0,0,6,21,5,1625,1024,9,0,0,6,30,3,817,901,2,0,0,11,20,2,562,500,0,0,1,7,48,5,1702,1185,17,0,0,10,60,3,1046,1228,18,0,0,7,39.0,0.0,1.0,,128.0,-87.0,180.0,1,4,2,0,-45.0,215.0,-85.0,294.0,2,2,3,1,-20.0,1995,1,2047,0,63,0
595,1430653519,7,48,4,1608,1307,17,0,0,8,51,4,1580,833,8,0,0,6,7,2,633,790,0,0,0,10,26,2,747,811,1,1,1,8,92,5,1685,1026,11,0,1,7,97,4,1448,1218,18,0,1,6,18,4,1237,1914,34,0,0,10,20,3,886,542,1,0,0,8,16,2,741,723,5,0,0,8,74,5,2691,2118,23,2,0,6,212.0,1.0,9.0,,178.0,-81.0,295.0,1,4,2,0,-22.0,294.0,-76.0,,1,3,2,0,2.0,2979,0,4,1974,3,63
596,1430653595,7,9,2,572,660,1,1,1,9,74,3,1479,974,6,1,0,6,101,4,1479,867,7,0,1,4,85,3,1119,1078,12,0,0,11,79,2,491,613,2,0,1,6,99,5,2514,2322,18,3,2,6,71,5,1942,1115,13,0,0,6,25,3,717,536,2,0,0,9,16,2,508,669,5,0,0,8,44,3,1150,1493,24,0,0,8,5.0,1.0,5.0,,85.0,-86.0,206.0,4,1,2,1,-35.0,14.0,-86.0,184.0,3,3,2,0,-36.0,2400,0,0,2047,0,63
597,1430653895,1,52,5,2065,1588,24,0,1,8,12,3,755,907,10,0,0,8,84,2,533,583,2,0,0,8,61,5,2131,1571,27,0,0,9,90,1,262,499,0,0,0,12,21,5,2255,1698,22,0,0,15,7,3,587,1047,0,1,0,9,26,3,883,499,0,0,0,3,2,5,2048,1678,28,0,0,6,47,3,883,1590,27,0,0,10,138.0,1.0,6.0,,191.0,-82.0,206.0,1,4,3,1,-36.0,153.0,-73.0,181.0,0,4,3,0,-20.0,3726,1,1536,388,8,51
602,1430656738,1,39,3,1355,806,7,0,0,8,72,4,1778,1971,34,0,0,12,35,5,1764,1348,21,0,1,12,30,2,644,755,6,0,0,5,87,2,589,598,4,0,0,7,26,2,531,499,0,0,0,6,83,2,479,543,2,0,0,9,77,2,634,622,3,0,0,6,93,3,1212,1713,30,0,0,12,17,5,2493,1884,19,1,0,6,286.0,1.0,9.0,,,-83.0,207.0,3,3,2,0,-53.0,124.0,-84.0,,0,2,2,1,-12.0,3422,0,0,1926,0,51
604,1430656916,7,25,2,684,850,2,1,0,9,86,3,738,675,0,0,0,8,29,3,1166,736,5,0,1,7,22,5,1761,1316,18,0,1,5,41,4,1263,1911,28,1,0,5,6,4,1965,1303,19,0,0,5,13,5,2427,1960,25,0,0,6,5,3,1120,1236,8,0,0,9,72,3,843,1400,2,2,0,7,51,3,1119,858,8,0,2,5,46.0,1.0,8.0,,29.0,-81.0,190.0,5,3,3,1,10.0,95.0,-82.0,182.0,3,5,2,1,-48.0,2122,0,4,2046,3,63
605,1430658314,1,20,2,580,501,0,0,0,5,17,4,1904,1046,13,0,0,7,75,3,787,580,3,0,0,5,71,3,824,580,2,0,0,4,93,3,704,1475,24,0,0,6,44,4,1299,1897,34,0,0,14,91,3,875,501,0,0,0,9,87,1,173,551,3,0,0,9,34,5,2310,1596,21,0,0,8,97,4,1575,1000,10,0,0,5,,,,,221.0,-86.0,,0,2,2,1,-21.0,77.0,-75.0,245.0,1,4,2,1,-43.0,1854,0,1540,2047,3,63
